QUESTION_ID, CONTENT,CORRECT_ANSWER_ID,CORRECT_ANSWER_CONTENT
415,“五四新闻奖”重视记者到现场采制的现场短新闻，文字作品的字数有严格限制，消息不超过(    )字。,1478,1000
254,1956 年 1 月，浙江省(    )青年组成志愿垦荒队，开发“建设伟大祖国的大陈岛”。,978,温州市
781,全面准确贯彻“一国两制”方针，保持(    )长期繁荣稳定，是包括广大青少年在内的全国各族人民的共同责任。,2754,香港、澳门
289,1922年1月17日，长沙劳动工会的领导人、青年团员(    )被反动军阀越恒惕杀害。这是中国最早牺牲的青年团员。,1100,黄爱、庞人铨
739,着力塑造团干部(    )，从严治团取得扎实进展。,2626,新风貌
139,军队中的青年干事是军队(    )以上政治机关中专门从事青年工作的人员。,540,团
420,对那些与青少年事务直接有关、自觉履行法律和政策赋予的职能，为维护青少年合法权益做出突击贡献的单位，可授予(    )称号。,1493,优秀青少年维权岗
388,(    )，团中央又向全国发出了《关于在全国开展创建“青年文明号”活动的意见》，对开展“青年文明号”活动进行了总体上的安排和部署。,1399,1994年2月5日
334,1946年5月，奉调赴延安(    )的青年工作干部，冲破国民党军队的封锁，经过80余天的长途跋涉，终于抵达延安。,1235,汇报工作
152,中青网站是由团中央主办的共青团组织在互联网上的核心站点，于(    )正式开通。,581,1999年5月
177,团的代表大会正式举行前，由(    )主持召开大会预备会议。,672,上一届团的委员会
318,1927年8月，共青团在武汉召开了驻武汉全体中央委员会议，传达党的八七会议精神，并发布(    )。,1189,《告全团同志书》
903,1920年10月，北京共产党组织成立，书记是(    )。,3215,李大钊
933,1940年11月，中共在华中成立华中总指挥部，叶挺任总指挥，刘少奇任政治委员，主要领导华中的(    )。,3336,八路军和新四军
115,开展团员教育评议工作一般应召开支部大会，到会团员超过应到会团员总数的(    )方可进行评议。,459,三分之二
858,遵义会议改组了中央领导机关。在行军途中又成立了由(    )组成的三人军事领导小组。,3034,毛泽东 周恩来 王稼祥
709,(    )是群团组织的灵魂，是第一位的。离开了，群团组织就容易产生脱离党的领导的倾向，就会庸俗化，就会成为一般社会组织，甚至会走向邪路。,2526,政治性
625,党的(    )是党的根本性建设，决定党的建设方向和效果。,2190,政治建设
701,青年人正处在学习的黄金时期，应该把学习作为首要任务，作为一种责任，一种(    )、一种生活方式。,2493,精神追求
988,1990年，第七届全国人大第三次会议通过了《中华人民共和国香港(    )基本法》及其三个附件和香港特别行政区区旗、区徽图案。,3556,特别行政区
652,党在社会主义初级阶段的(    )是党和国家的生命线、人民的幸福线，也是党内政治生活正常开展的根本保证。,2297,基本路线
668,必须增强政治意识大局意识(    )看齐意识，自觉维护党中央权威和集中统一领导，自觉在思想上政治上行动上同党中央保持高度一致。,2363,核心意识
1004,在(    )一文中，毛泽东首次以完备的形式提出了“将马克思主义的理论和中国革命的实践相结合”这个基本原则。,3620,《<共产党人>发刊词》
174,团员大会的选举，由(    )主持。,660,上一届团的委员会
131,《中华人民共和国未成年人保护法》规定：任何组织和个人不得招用未满(    )周岁的未成年人，国家另有规定的除外。,517,16
299,中国社会主义青年轩旅欧支部——旅欧中国少年共产党是在旅欧共产主义小组领导下，于1922年6月3日在法国巴黎正式成立的，首任书记是(    ) 。,1132,赵世炎
945,党的(    )确立毛泽东思为党的指导思想，使全党在思想上、政治上、组织上达到空前的统一和团结。,3383,七大
710,(    )，是做好党的群团工作的根本保证，是必须坚持的正确政治方向，也是党的群团工作的优良传统。,2531,坚持党的领导
221,中国社会主义青年团第一任中央执行委员会书记是(    )。,847,施存统
297,1922年2月22日，团(    )临时中央局以“中国社会主义青年团代理书记”的名义向各地团组织发出了召开全国代表大会的通知。,1126,上海
992,1990年11月26日，经国务院授权、(    )批准，上海证券交易所正式成立。这是中华人民共和国成立以来在大陆开业的第一家证券交易所。,3569,中国人民银行
155,我国第一部地方青少年专门法规，是从(    )起开始施行的。,589,1987年10月1日
981,在1985年的全国科学技术工作会议上，邓小平指出：经济体制，科技体制，这两方面的改革都是为了(    )。,3526,解放生产力
613,全党必须牢记，(    )的问题，是检验一个政党、一个政权性质的试金石。,2141,为什么人
113,支部大会可邀请入团积极分子、优秀青年代表及有关人员列席，列席人员有(    )。,449,发言权
376,1981年11月23日至27日，团中央在北京召开全国新长征突击手、先进团支部代表会议。中共中央书记处书记(    )代表党中央在会上作了重要讲话。,1362,习仲勋
428,“希望工程”是(    )根据自己的职能，从国情出发，为发展贫困地区基础教育事业，解决贫困地区适龄儿童失学问题而办的一件实事。,1518,共青团
673,巩固和发展爱国统一战线。坚持(    )、互相监督、肝胆相照、荣辱与共，支持民主党派按照中国特色社会主义参政党要求更好履行职能。,2381,长期共存
830,在国家制定第一个五年计划中，党中央确定集中主要力量发展(    )，建立国家工业化和国防现代化的初步基础。,2922,重工业
590,(    )是实现社会主义现代化、创造人民美好生活的必由之路。,2049,中国特色社会主义道路
284,1920年11月，北京社会主义青年团在(    )学生会办公室召开成立大会，宣告北京青年团早期组织正式成立。,1087,北京大学
716,千条线万条线，团干部提高各方面的能力，重点要提高(    )能力。,2553,做青年工作
286,1920年11月7日，武汉的青年团早期组织(    )社会主义青年团正式成立。,1093,武昌
242,(    )，中共中央发出《关于建立中国新民主主义青年团的决议》，明确规定了中国新民主主义青年团的性质、任务、建团方针和步骤。,930,1948年9月1日
97,(    )是团的代表大会的领导机构，负责主持大会选举。,388,大会主席团
692,我们教育引导学生，一个重要任务就是用(    )激扬青春梦，为学生点亮理想的灯，照亮前行的路。,2460,中国梦
864,长征途中，红军冲出敌人包围是在(    )后。,3059,渡过金沙江
646,1921年，五四运动之后，在中华民族内忧外患、社会危机空前深重背景下，在马克思列宁主义同(    )相结合的进程中，中国共产党诞生了。,2275,中国工人运动
867,全面内战爆发的标志是1946年6月国民党首先进攻(    )。,3070,中原解放区
98,团的(    )及以上委员会在必要时，可以召集代表会议，讨论和决定由代表大会解决的重大问题。,390,县级
888,党章规定，可以申请入党的最低年龄为(    )。,3156,18岁
785,规范和加强上级团组织对下级团组织的(    )工作。,2763,干部协管
433,1995年被确定为“希望工程”的管理年，采取的措施之一是进行基金整顿，调整基金管理方式，全部撤销(    )基金。,1532,县级
796,增强组织纪律性，严格落实(    )和实施细则精神，严肃党内政治生活，完善基层党组织建设。,2795,中央八项规定
116,团员评议等次分为：优秀、合格、基本合格、不合格四个等次，其中优秀等次团员数量应控制在参加评议团员人数的(    )以内。,464,30%
409,1996年3月，(    )商业行业推行“青年文明号服务卡”，这是深化创建“青年文明号”活动的一个新创造，一出现就受到群众普遍欢迎。,1462,广州市
259,1980年春，潘晓写信给(    )，感叹“人生的路为什么越走越窄”引起社会强烈反响，引起了一场人生观大讨论。,999,《中国青年》杂志
594,新时代中国特色社会主义思想，明确中国特色社会主义最本质的特征是(    )。,2068,中国共产党领导
380,1982年12月31日共青团(    )届一中全会选举由17位团中央委员组成的团中央常务委员，王兆国为团中央书记处第一书记。,1373,十一
250,1950 年 10 月，中国人民解放军总政治部召开全军青年工作会议，毛泽东为会议题词：(    )。这个题词成为青年团组织发展工作的方针。,964,“巩固地向前发展”
255,中国共产主义青年团团徽，是经党中央审定批准，于(    )年 5 月 4 日由共青团中央颁布的。,985,1959
973,1978年12月召开的(    )，是建国以来中国共产党历史上具有深远意义的伟大转折，开创了我国社会主义事业发展的新时期。,3495,党的十一届三中全会
1003,(    )首次区分并制定了党的最高纲领和最低纲领。,3614,党的二大
926,八路军、新四军的战略总后方是(    )。,3308,陕甘宁边区
952,解决由新民主主义革命向社会主义革命转变的重大问题的会议是(    )。,3410,党的七届二中全会
341,中共中央青委根据任弼时的指示，于1948年(    )出版了第二次复刊的《中国青年》杂志。,1256,12月20日
667,出台中央八项规定，严厉整治形式主义、(    )、享乐主义和奢靡之风，坚决反对特权。,2358,官僚主义
595,《党章》明确，遵循(    )原则，推进“一带一路”建设。,2069,共商共建共享
719,积极为党培养新时代的青年马克思主义者。为党的队伍和事业培养输送(    )，是共青团发挥党的助手和后备军作用的(    )。,2567,政治骨干 基本体现
56,基层团委留存团费的比例不得少于团员实交团费总数的(    ) 。,224,60%
931,中国共产党历史上第一个培养科学技术人才的阵地是1940年8月创办的(    )。,3326,延安自然科学院
784,推进团的领导机关工作运行管理纵向(    )。,2762,扁平化
565,党的十九大报告指出，世界正处于大发展大变革大调整时期，(    )仍然是时代主题。,1950,和平与发展
500,对于保护母亲河工程全国重点项目，全国保护母亲河行动领导小组按项目总规模的(    )资助。,1733,0.5
975,《关于党内政治生活的若干准则》是在(    )上通过的。,1340,
183,投票结束后，监票人、计票人应将投票人数和票数加以核对，作出记录，由(    )签字并公布候选人的得票数字。,694,监票人
832,2008年8月，北京奥运会成功举办。中国体育代表团在奥运会上获51枚金牌、21枚银牌、28枚铜牌，位居金牌榜第(    )位。,2930,1
542,(    )是中华民族的伟大凝聚力。是当代青年进步的巨大动力，是共青团对青年进行四项基本原则教育的基础和起点。,1859,爱国主义
527,团的地方各级代表大会由同级团的委员会召集。在特殊情况下，经(    )批准，可以提前或延期举行。,1814,同级党和委员会和团的上级委员会
730,主动适应推进(    )的实践要求，带领青年积极践行新发展理念，争当质量变革、效率变革、动力变革的有生力量。,2600,供给侧结构性改革
606,加快完善社会主义市场经济体制。经济体制改革必须以(    )和(    )为重点，实现产权有效激励、要素自由流动、价格反应灵活、竞争公平有序、企业优胜劣汰。,2113,完善产权制度要素市场化配置
762,突出(    )，防止把团的组织等同于一般社会组织，防止把团的工作等同于一般事务工作。,2696,政治功能
125,团歌的词作者是(    )。,499,胡宏伟
405,《共青团工和跨世纪发展纲要》指出，跨世纪青年文明工程要重点推进一些“名牌”项目。下列项目中不属于“青年文明工程”的是(    )。,1450,雏鹰行动
55,保留团籍的共产党员，从取得预备党员资格起，(    ) 。,218,应缴纳党费，自愿缴纳团费者不限
598,从现在到二〇二〇年，是全面建成小康社会(    )。,2082,决胜期
82,下列机构中，不属于团的基层组织的是(    )。,328,团小组
348,1938年5月，中共中央正式成立了青年工作委员会（简称：中央青委 )。中央青委由7人组成，(    )兼任中央青委书记。,1278,冯文彬
681,中国共产党第十九次全国代表大会同意，把推动构建人类命运共同体、遵循(    )原则、推进“一带一路建设等内容写入党章。,2414,共商共建共享
406,“青年文明号”的基本条件之一是要求35岁以下青年占集体总人数的(    )以上。,1453,0.7
162,大、中学校学生团支部委员会每届任期(    )年。,610,1
578,自觉遵守党的纪律，首先是党的(    )和(    )。,2001,政治纪律；政治规矩
244,在1949年4月22日至24日召开的中国新民主主义青年团一届一中全会上，选举(    )为团中央书记。,938,冯文彬
59,各省、自治区、直辖市团委上缴团中央的团费应当于次年(    ) 汇入团中央团费账户，不得少缴或拖延。,234,4月
983,1986年9月，(    )作出《关于社会主义精神文明建设指导方针的决议》。,3533,党的十二届六中全会
930,1939年1月，国民党五届五中全会确定的对共产党的方针是(    )。,3322,“溶共”“防共”“限共”“反共”
393,中国青年志愿者服务日是(    )。,1413,3月5日
731,促进青年(    )，搭建交流展示和资源汇聚平台，建设青年创业示范园，推出青年创新创业板，一大批青年创客脱颖而出。,2605,创新创业
327,西青救一大要求各地青年团体在《全国青年救国纲领（草案  )》规定的原则基础上，立即进行联合和合作，以民主的、群众的、合法的方式创立各种各样的(    )。,1215,青年救亡团体
278,1919年3月，北京大学学生(    )、廖书仓等人发起组织了“平民教育讲演团”，并且于当年开展了两次较大规模的讲演活动。,1069,邓中夏
881,下列(    )会议是我国改革开放的标志。,3127,1978年党的十一届三中全会
618,我们要牢固树立社会主义生态文明观，推动形成(    )现代化建设新格局，为保护生态环境作出我们这代人的努力！,2163,人与自然和谐发展
140,共青团中央所属的专门青少年科研机构是(    )。,545,中国青少年研究中心
854,1927年8月，党在八七会议上确定了(    )的方针。,3019,土地革命和武装起义
800,要牢记习近平总书记强调的“(    )”的教诲，把成长的立足点放在为党尽职尽责、为青年尽心尽力上。,2807,要立志做大事，不要立志做大官
962,1951年成立的一所军事院校，被毛泽东称为是中国人民解放军建军史上重大转变的标志之一。它是(    )。,3449,中国人民解放军军事学院
557,(    )是近代以来中华民族最伟大的梦想。,1920,实现中华民族伟大复兴
342,1949年2月18日，中共中央成立了中国新民主主义青年团筹备委员会，由(    )任主任，冯文彬、廖承志、蒋南翔任副主任。,1259,任弼时
365,1963年3月，毛泽东“向雷锋同志学习”的题词发表，全国掀起学雷锋热潮，刊登毛泽东题词的《中国青年》“学习雷锋”专辑，发行量达到(    )万份。,1330,300
344,1948年4月12日，中国新民主主义青年团第一次全国代表大会在北平召开全体会议，中共中央书记处书记(    )代表中共中央向大会作了政治报告。,1267,任弼时
314,在大革命时期青年团就源源不断地向党的各级组织输送干部，仅从青年团三大闭幕到青年团四大召开期间，就有8名(    )被调到党中央机关或地方党部工作。,1175,团中央委员
260,1981 年 11 月 16 日，团中央授予(    ) “全国新长征突击队标兵” 的光荣称号。,1001,中国女排
587,《党章》明确，必须坚持以(    )的发展思想，坚持创新、协调、绿色、开放、共享的发展理念。,2038,以人民为中心
495,“新纪元志愿服务计划”从2000年初开始实施，到(    )年底结束，以一年为一个实施周期，按2年的时间安排。,1718,2001年
317,1927年8月12日，共青团在武汉召开了驻武汉全体中央委员会议，传达党的八七会议精神，史称“(    )”。,1186,汉全会议
209,不属于换届选举中的团干部考察特点有(    )。,798,公开
480,共青团开展的创建“五四红旗团委”活动的基本标准是：班子建设好、主题活动好、支部建设好和(    )。,1673,活动阵地好
965,中华人民共和国首次以五大国之一的身份参加讨论国际问题的会议是(    )。,3462,日内瓦会议
86,新建立团组织，除了可以向所在单位党组织的同意后再向上级团组织沟通建团意愿外，如果没有党组织，可以争取得到(    )的支持。,341,经营管理层
448,捐建“希望网校”单点站，捐赠方出资(    )元。,1578,15万
1014,党在社会主义初级阶段的基本路线是在(    )上正式确立的。,3659,党的十三大
117,基层团组织每(    )应安排上一次团课。,466,季度
282,1919年(    )，上海工人开始举行大规模罢工声援北京学生。中午又出现工人罢工、学生罢课、商人罢市的局面。,1081,6月5日
999,1998年2月，党的十五届二中全会在北京举行，全会审议通过了《    》。,3597,国务院机构改革方案
682,保持香港、澳门长期繁荣稳定，必须全面准确贯彻(    )、“港人治港”、“澳人治澳”、高度自治的方针。,2417,“一国两制”
690,中国梦是我们的，更是你们青年一代的。中华民族伟大复兴终将在广大青年的(    )中变为现实。,2450,接力奋斗
725,改革(    )，大幅提高基层一线团干部、团员在各级代表大会、委员会、常委会中的比例，代表性广泛性大大增强。,2586,领导机构
216,(    )年5月4日，北京爆发五四爱国运动。,827,1919
797,(    )是共青团的灵魂。,2798,讲政治
105,团的县级以上各级委员会可以派出(    )。,418,代表机关
484,非公有制企业共青团开展活动，在活动内容和活动方式上要坚持以(    )为主线。,1687,监督
295,1922年1月15日，中国社会主义青年团机关刊物《先驱》在(    )创刊。,1118,北京
871,改革开放初期，我国设立的经济特区有(    )。,3088,深圳 珠海 汕头 厦门 海南
413,对“青年文明号”的考核过程实行红黄牌制，对首次考核中发现创建活动不达标者，出示黄牌，限期(    )整改，到期仍不达标者，撤销其荣誉称号。,1472,一个月
584,中国共产党人的初心和使命，就是为中国人民(    )，为中华民族(    )。这个初心和使命是激励中国共产党人不断前进的根本动力。,2027,谋幸福，谋复兴
836,掀起全国抗日救亡运动新高潮的是(    )。,2947,一·二九运动
873,党的十一届三中全会后，首批建立的四个经济特区分别属于(    )省。,3095,广东、福建
866,1945年8月国共两党重庆谈判，签订的协议是(    )。,3066,《双十协定》
397,“希望小学”建成后，捐款在(    )以上的捐赠者可以在“希望小学”名称前加冠捐赠者之名或捐赠者提议的其他名称。,1425,20万元
920,在土地革命时期，创立湘鄂赣革命根据地的是(    )。,3285,彭德怀滕代远
205,团干部考察的内容一般不包括(    )。,785,智
577,党的十九大报告呼吁，各国人民同心协力，构建(    )，建设持久和平、普遍安全、共同繁荣、开放包容、清洁美丽的世界。,2000,人类命运共同体
515,全国性青年社团的业务活动受共青团中央的指导，其资格审样、年检等具体管理、协调工作由团中央(    )负责。,1780,统战部
909,省港罢工委员会委员长是(    )。,3239,苏兆征
326,为了切实做好共青团改造工作，团中央书记(    )亲自为党中央办的刊物撰文，全面阐述开展这项工作的意义、要求和工作办法。,1213,冯文彬
93,各级团组织的最高权力机关是(    )。,369,各级团的代表大会
846,有关1926年至1927年的北伐战争说法错误的是(    )。,2989,彻底消灭了封建军阀
23,以下哪种情况，团员证可以不用注销：(    )。,92,留团察看的团员
168,不设常务委员会的团的基层委员会一般由(    )人组成。,637,7-9
328,1937年7月全面抗战爆发后，各地青年抗日救亡团体纷纷建立，1938年2月至6月，(    )两次下令，宣布解散西北青救会、民先队总队部、西北各界救国联合会等13年爱国团体。,1217,国民党陕西省党部
924,1936年12月27日，毛泽东在中共中央政治局会议上说，十年的内战，什么来结束内战？就是(    )。,3300,西安事变
702,(    )是民族进步的灵魂，是一个国家兴旺发达的不竭源泉，也是中华民族最深沉的民族禀赋。,2498,创新
799,要提高政治敏锐性和政治鉴别力，自觉抵制宗派主义、圈子文化等不良政治文化腐蚀，高扬(    )，树立清风正气。,2806,理想主义
991,1990年8月，中共中央发出《关于进一步加强和改进知识分子工作的通知》，强调十一届三中全会以来，党的知识分子政策的核心是(    )。,3567,尊重知识，尊重人才
308,1925年1月在上海召开的中国社会主义青年团第三次全国代表大会形成了由5人组成的团中央局，其中(    )任工农部主任兼《平民之友》编辑。,1159,贺昌
396,各级“希望工程”工作机构都应积极创造条件，为受助学生与捐赠者的互访提供方便和服务，互访费用原则上由(    )承担。,1423,捐赠者
145,军队(    )以上单位可以不召开团的代表大会，但在同级党委、政治机关认为必要的时候，可以召开团员代表会议。,558,团
559,坚持党要管党、全面从严治党，加强党的(    )、先进性和纯洁性建设。,1928,长期执政能力建设
369,1964年1月25日至2月1日，团中央组织部分别在(    )召开了组织工作座谈会，研究了团的组织发展新团员缓慢和团支部领导不健全等问题。,1340,北京和成都
33,团员教育时间要求组织团员每年参加集中培训时间一般累计不少于(    )或者(    )。,132,1天；8学时
450,中国青少年发展基金会资助新建希望小学，援助资金原则上不低于人民币(    )元。,1585,20万
40,在新团员入团宣誓仪式上由上级团组织的代表或本级团组织的负责人带领新团员宣誓，并向新团员颁发(    )。,159,团员证、团徽
313,1926年“三一八惨案”中被段祺瑞政府当场屠杀的47人当中，有(    )名共青团员。,1172,6
481,团中央决定自1999年起在全国实施“团干部321培训计划”，力争使共青团(    )专职干部普遍接受一次培训。,1677,30万
473,(    )被作为社会主义精神文明建设的“名牌”工程写进了党的十四届六中全会《决议》中，开创了和平时期孩子的活动写进党的决议的第一例。,1652,“手拉手”互助活动
452,“中国青年五四奖章”原则上每年度颁授一次。首次颁授是(    )。,1591,1997年
915,1927年12月，广州起义的发动者是(    )等。,3265,张太雷叶挺叶剑英
998,1996年10月，(    )在北京举行，全会审议通过了《中共中央关于加强社会主义精神文明建设若干问题的决议》。,3595,党的十四届六中全会
449,中国青少年发展基金会理事会每届任期(    )。,1580,三年
31,“推优”工作以(    )为单位进行。,124,团支部
462,1995年初，正当扶贫攻坚战在中国如火如荼地展开的时候，团中央为配合扶贫攻坚的总体战，推出了(    )的战略举措。,1619,服务万村行动
222,1923年8月20日至25日，中国社会主义青年团第二次全国代表大会在(    )召开。,852,南京
653,(    )是党的根本组织原则，是党内政治生活正常开展的重要制度保障,2303,民主集中制
845,中国2010年上海世博会选址位于(    )之间的滨水区域，并沿黄浦江两岸进行布局。,2983,南浦大桥和卢浦大桥
980,党的十二届三中全会通过的《关于经济体制改革的决定》明确提出，加快以(    )为重点的整个经济体制改革的步伐，是当前我国形势发展的迫切需要。,3524,城市
568,实现伟大梦想，必须建设伟大工程。这个伟大工程就是我们党正在深入推进的(    )新的伟大工程。,1963,党的建设
335,在1946年八九月间，中共中央书记处书记任弼时(    )主持召开中共中央座谈会，专题讨论重建青年团问题。,1238,两次
501,保护母亲河工程中的全国重点工程项目，如果工程建设费用超过资助标准，超出部分由(    )承担。,1737,项目法人
218,中国第一个青年团早期组织上海社会主义青年团的负责人是(    )。,835,俞秀松
108,下列不属于团的组织生活的主要内容是(    )。,432,选举本组织的团的领导
119,中国共产主义青年团团旗旗面的颜色为(    )。,474,红色
503,捐款(    )元以上，可在全国“保护母亲河行动专项（绿色希望工程）基金”中设立以捐方指定名称命名的专项基金。,1743,100万
880,1956年7月，中国共产党上海市第(    )届代表大会召开，正式提出并确定了“充分地利用上海工业潜力，合理地发展上海工业生产”，为上海工业的方针。,3122,一
728,改革(    )，突出政治标准，规范发展程序，控制团青比例，团员先进性得到提升。,2594,团员发展和教育管理
496,实施“新纪元志愿服务计划”力争实现的三大目标之一是，努力使参加这项计划的志愿者达到(    )人次，向社会提供志愿服务超过10亿小时。,1723,3000万
479,《共青团工作跨世纪发展纲要》提出共青团构建的工作体系包括：青少年组织体系、青少年服务体系、青少年参与体系、(    )。,1672,青少年信息网络体系
624,(    )是两岸关系的政治基础。,2187,一个中国原则
198,各级党委在任免、调动同级团委书记、副书记时，须事先征求(    )意见。,756,上一级团组织
1007,确立毛泽东思想为党的指导思想的会议是(    )。,3630,党的七大
392,(    )中国青年企业管理者协会成立。,1410,1985年2月
939,《新民主主义论》所阐述的区别旧民主主义革命和新民主主义革命的根本标志是(    )问题。,3360,无产阶级领导权
779,加强青少年(    )建设，提升共青团参与社会治理的专业化水平。,2746,事务社工队伍
510,“中国青年杰出农民”评选活动是从(    )开始的。,1764,1996年
698,要坚持法治教育从娃娃抓起，把法制教育纳入国民教育体系和精神文明创建内容，由易到难、循序渐进不断增强青少年的(    )意识。,2483,规则
877,(    )是中国共产党党内的最高处分。,3112,开除党籍
893,1925年1月11日至22目，中国共产党在上海举行(    )。这次大会明确提出了无产阶级在民主革命中的领导权和工农联盟问题。,3177,第四次全国代表大会
693,(    )是我们党带领人民历经千辛万苦找到的实现中国梦的正确道路，也是广大青年应该牢固树立的人生信念。,2463,中国特色社会主义
617,加快建立绿色生产和消费的法律制度和政策导向，建立健全(    )的经济体系。,2157,绿色低碳循环发展
66,团员教育工作的目标中增强团员的模范意识指的不包括让团员成为：(    ) 。,264,锐意改革的模范
359,1953年1月在北京苏联展览馆（今北京展览馆  )工地上诞生了全国第一支青年突击队，其队长是(    )。,1312,胡耀林
191,关于对团的干部的要求，下面哪个是不正确的(    )。,729,道德要高尚
912,标志第一次国共合作全面破裂的是(    )。,3252,“七一五”国民党中央“分共”会议
18,被批准入团的青年，从(    )之日取得团籍并计算团龄。,70,支部大会通过
62,以下不是团费使用应当坚持的原则的是(    ) 。,248,廉洁高效
292,1921年11月，中共中央局发出了由(    )暑名的中央局通告，要求各地党的组织，依照社会主义青年团临时章程，帮助青年团开展恢复和整顿工作。,1110,陈独秀
494,根据《共青团工作跨世纪发展纲要》，青少年新世纪读书计划、大中学生素质拓展计划、广泛开展学习培训竞赛活动等项目属于(    )。,1715,跨世纪青年人才工程
833,中国无产阶级作为一支独立的政治力量登上历史舞台的标志是(    )。,2934,“五四”运动中的工人罢工
458,中国青年科学家奖在规定的数理科学、化学、(    )、地球科学、技术科学和管理科学共六个学科中评选。,1608,生命科学
1020,我国自主研制并发射的首个月球探测器是(    )。,3684,嫦娥一号
381,1984年2月14日至17日，团中央、农牧渔业部、中国科协联合召开了“全国农村学科学用科学青年标兵表彰大会”表彰了(    )标兵队和(    )标兵。,1377,39个，198
520,2001年11月6日，(    )迎来了创办50周年纪念日。,1795,中国少年报
200,在团干部任免时主管、协管双方意见不一致时，正职的任免由(    )协调。,765,上级党委组织部门
156,设计团的活动通常要考虑的三大要素是：(    )。,592,主题、内容、形式
166,团的代表大会代表候选人数应以多于应选人数的(    )差额，选举产生代表。,627,20%
806,新民主主义革命时期，在上海召开的中国共产党全国代表大会是(    )。,2828,一大二大四大
96,特殊情况下，经县（市）区党委和团市委批准，县（市）区团的代表大会可以提前或延期举行，延长期一般不超过(    )。,383,1年
161,团的支部委员会、总支部委员会由团员大会选举产生，每届任期(    )年。,606,2-3
